title,address,area,bathrooms,bedrooms,parking_spots,extra_contents,rent,fee
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua do Riachuelo, 475 - Boa Vista, Recife - PE",100,1,3,1,"['Elevador', 'Varanda', 'Garagem', 'Cozinha', 'Área de serviço']",1.100,"
                      R$ 550
                  "
"Apartamento com 3 Quartos para Aluguel, 98m²","Rua Mamanguape, 159 - Boa Viagem, Recife - PE",98,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Garagem', 'Salão de festas']",2.600,"
                      R$ 900
                  "
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Demócrito de Souza Filho, 20 - Madalena, Recife - PE",55,1,2,1,"['Piscina', 'Elevador', 'Academia', 'Garagem', 'Churrasqueira']",1.400,"
                      R$ 492
                  "
"Apartamento com 2 Quartos para Aluguel, 71m²","Avenida Conselheiro Rosa e Silva, 327 - Aflitos, Recife - PE",71,1,2,1,"['Piscina', 'Elevador', 'Varanda', 'Garagem', 'Salão de festas']",1.500,"
                      R$ 700
                  "
Apartamento com 4 Quartos à Venda/Aluguel 189m²,"Rua Luiz de Faria Barbosa, 364 - Boa Viagem, Recife - PE",189,4,4,3,"['Piscina', 'Mobiliado', 'Elevador', 'Varanda', 'Churrasqueira']",6.150,
Apartamento com 2 Quartos para Venda/Aluguel 50m²,"Rua Sant'Anna - Santana, Recife - PE",50,2,2,2,"['Piscina', 'Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",2.300,
"Apartamento com  Quarto para Aluguel, 30m²","Rua Ribeiro de Brito, 950 - Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.800,
"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Ademar Pires Travassos, 256 - Iputinga, Recife - PE",52,1,2,1,"['Garagem', 'Cozinha', 'Área de serviço', 'Interfone']",900,"
                      R$ 228
                  "
"Apartamento com 3 Quartos para Aluguel, 112m²","Rua Agrestina, 121 - Santana, Recife - PE",112,1,3,2,"['Piscina', 'Elevador', 'Varanda', 'Garagem', 'Churrasqueira']",1.950,"
                      R$ 950
                  "
"Apartamento com 4 Quartos para Aluguel, 130m²","Rua Major Armando de Souza Melo, 176 - Boa Viagem, Recife - PE",130,3,4,1,"['Elevador', 'Varanda', 'Ar-condicionado', 'Churrasqueira', 'Condomínio fechado']",2.400,
"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Pedro Bergamo, 109 - Boa Viagem, Recife - PE",90,1,3,--,['Elevador'],2.000,"
                      R$ 750
                  "
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Guedes Pereira, 37 - Casa Amarela, Recife - PE",55,1,2,1,['Segurança 24h'],2.200,
"Apartamento com 3 Quartos para Aluguel, 150m²","Rua Cardeal Arcoverde, 100 - Graças, Recife - PE",150,3,3,2,"['Elevador', 'Varanda', 'Condomínio fechado', 'Salão de festas', 'Aceita animais']",1.700,"
                      R$ 1.683
                  "
Casa com 6 Quartos para Venda/Aluguel 500m²,"Rua Sempre-Viva - Casa Amarela, Recife - PE",500,6,6,2,"['Ar-condicionado', 'Quintal', 'Cozinha', 'Jardim', 'Área de serviço']",8.000,
Apartamento com 3 Quartos à Venda/Aluguel 112m²,"Avenida Conselheiro Aguiar, 51020020 - Boa Viagem, Recife - PE",112,2,3,1,"['Quintal', 'Perto de vias de acesso', 'Próximo a shopping']",1.600,"
                      R$ 200
                  "
"Apartamento com 2 Quartos para Aluguel, 68m²","Rua José Bonifácio, 174 - Madalena, Recife - PE",68,1,2,1,"['Piscina', 'Elevador', 'Varanda', 'Garagem', 'Salão de festas']",1.700,"
                      R$ 650
                  "
"Apartamento com 3 Quartos para Aluguel, 55m²","Rua Domingos Teotônio, 38 - Barro, Recife - PE",55,1,3,1,"['Elevador', 'Varanda', 'Academia', 'Garagem', 'Churrasqueira']",1.150,"
                      R$ 375
                  "
"Apartamento com 3 Quartos para Aluguel, 61m²","Encruzilhada, Recife - PE",61,2,3,1,"['Piscina', 'Academia', 'Churrasqueira', 'Salão de festas', 'Salão de jogos']",1.750,"
                      R$ 495
                  "
"Apartamento com  Quarto para Aluguel, 40m²","Boa Viagem, Recife - PE",40,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.700,
"Apartamento com  Quarto para Aluguel, 32m²","Rua Estácio Coimbra, 171 - Paissandu, Recife - PE",32,1,1,1,"['Piscina', 'Elevador', 'Academia', 'Garagem', 'Salão de festas']",1.600,"
                      R$ 401
                  "
"Apartamento com 2 Quartos para Aluguel, 60m²","Estrada Velha de Água Fria, 1395 - Agua Fria, Recife - PE",60,2,2,1,"['Ar-condicionado', 'Aceita animais', 'Jardim', 'Área de serviço', 'Conexão à internet']",1.200,
"Apartamento com 2 Quartos para Aluguel, 54m²","Travessa Maria Carolina, 661 - Boa Viagem, Recife - PE",54,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.450,"
                      R$ 807
                  "
"Apartamento com  Quarto para Aluguel, 35m²","Rua Setúbal, 1432 - Boa Viagem, Recife - PE",35,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",2.200,
"Apartamento com 3 Quartos para Aluguel, 91m²","Avenida Governador Agamenon Magalhães, 195 - Graças, Recife - PE",91,1,3,1,"['Elevador', 'Garagem', 'Segurança 24h', 'Cozinha', 'Jardim']",950,"
                      R$ 676
                  "
"Apartamento com 4 Quartos para Aluguel, 152m²","Avenida Boa Viagem, 6396 - Boa Viagem, Recife - PE",152,5,4,2,"['Piscina', 'Elevador', 'Varanda', 'Ar-condicionado', 'Churrasqueira']",8.000,
"Apartamento com 3 Quartos para Aluguel, 141m²","Boa Viagem, Recife - PE",141,1,3,1,,1.100,"
                      R$ 1.400
                  "
"Casa com 5 Quartos para Aluguel, 4000m²","Casa Forte, Recife - PE",4000,6,5,10,,16.000,
"Apartamento com  Quarto para Aluguel, 35m²","Rua Coronel Anízio Rodrigues Coelho, 255 - Boa Viagem, Recife - PE",35,1,1,1,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Churrasqueira', 'Condomínio fechado']",1.700,
"Apartamento com 3 Quartos para Aluguel, 150m²","Derby, Recife - PE",150,1,3,2,,1.457,"
                      R$ 1.528
                  "
"Casa com 3 Quartos para Aluguel, 140m²","Rua Carlos Pereira Falcão, 311 - Boa Viagem, Recife - PE",140,2,3,1,"['Varanda', 'Garagem', 'Cozinha', 'Jardim']",2.500,
"Apartamento com  Quarto para Aluguel, 38m²","Rua Maria Carolina, 378 - Boa Viagem, Recife - PE",38,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",1.900,
"Apartamento com 2 Quartos para Aluguel, 43m²","Avenida Sul Governador Cid Sampaio, 5061 - Imbiribeira, Recife - PE",43,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.459,
"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Quarenta e Oito, 775 - Aflitos, Recife - PE",120,1,3,1,"['Elevador', 'Varanda', 'Garagem', 'Segurança 24h', 'Cozinha']",900,"
                      R$ 979
                  "
"Apartamento com 2 Quartos para Aluguel, 48m²","Avenida Conselheiro Aguiar, 1177 - Boa Viagem, Recife - PE",48,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.799,
"Casa com 4 Quartos para Aluguel, 350m²","Rua Conselheiro Portela, 374 - Espinheiro, Recife - PE",350,3,4,2,,7.500,
"Apartamento com  Quarto para Aluguel, 50m²","Vila do Sossego, 280 - Boa Vista, Recife - PE",50,1,1,--,['Cozinha'],900,"
                      R$ 200
                  "
"Apartamento com  Quarto para Aluguel, 38m²","Pina, Recife - PE",38,1,1,1,,3.500,
"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Marquês de Baipendi, 50 - Campo Grande, Recife - PE",80,1,2,1,,1.100,
"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Petrolina, 4777 - Boa Viagem, Recife - PE",90,2,2,1,"['Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",920,"
                      R$ 510
                  "
"Apartamento com 4 Quartos para Aluguel, 137m²","Rua Aviador Severiano Lins, 140 - Boa Viagem, Recife - PE",137,6,4,2,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",5.399,
"Apartamento com 3 Quartos para Aluguel, 140m²","Avenida Dezessete de Agosto - Casa Forte, Recife - PE",140,3,3,2,,2.300,"
                      R$ 1.000
                  "
"Apartamento com  Quarto para Aluguel, 25m²","Rua Gaspar Perez, 691 - Iputinga, Recife - PE",25,1,1,1,"['Garagem', 'Cozinha']",550,
"Apartamento com  Quarto para Aluguel, 55m²","Rua das Palmeiras - Iputinga, Recife - PE",55,1,1,1,"['Mobiliado', 'Varanda', 'Cozinha', 'Área de serviço', 'Depósito']",1.400,
"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Pedro Américo, 260 - Bongi, Recife - PE",60,1,2,1,"['Elevador', 'Garagem', 'Cozinha', 'Jardim', 'Área de serviço']",800,"
                      R$ 350
                  "
"Apartamento com 2 Quartos para Aluguel, 42m²","Rua Nunes Machado, 47 - Soledade, Recife - PE",42,1,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",2.799,
"Apartamento com 3 Quartos para Aluguel, 72m²","Rua Professor Teódulo Miranda, 252 - Iputinga, Recife - PE",72,2,3,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.300,
"Apartamento com  Quarto para Aluguel, 25m²","Rua Setúbal, 148 - Boa Viagem, Recife - PE",25,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.100,
Apartamento com 2 Quartos para Venda/Aluguel 70m²,"Rua Tabelião João Roma, 510 - Várzea, Recife - PE",70,2,2,1,,1.100,"
                      R$ 60
                  "
"Apartamento com 4 Quartos para Aluguel, 165m²","Rua Baltazar Passos, 259 - Boa Viagem, Recife - PE",165,6,4,4,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Ar-condicionado']",5.500,
"Apartamento com  Quarto para Aluguel, 30m²","Rua do Giriquiti, 20 - Boa Vista, Recife - PE",30,1,1,--,"['Elevador', 'Varanda', 'Segurança 24h', 'Cozinha', 'Interfone']",700,"
                      R$ 330
                  "
"Apartamento com  Quarto para Aluguel, 35m²","Boa Viagem, Recife - PE",35,1,1,1,,2.200,
"Apartamento com 4 Quartos para Aluguel, 270m²","Avenida Engenheiro Domingos Ferreira, 2245 - Boa Viagem, Recife - PE",270,4,4,2,"['Mobiliado', 'Elevador', 'Varanda', 'Ar-condicionado', 'Churrasqueira']",1.885,"
                      R$ 1.111
                  "
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Joaquim de Brito, 161 - Boa Vista, Recife - PE",70,1,2,--,,1.000,"
                      R$ 475
                  "
"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Monsenhor Silva - Madalena, Recife - PE",110,3,3,1,"['Armário embutido', 'Armário na cozinha', 'Cozinha grande', 'Sala de jantar', 'Janela de alumínio']",1.400,"
                      R$ 800
                  "
"Apartamento com 3 Quartos para Aluguel, 75m²","Rua do Espinheiro, 685 - Espinheiro, Recife - PE",75,1,3,1,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Segurança 24h', 'Cozinha']",2.600,
"Apartamento com 4 Quartos para Aluguel, 137m²","Rua Padre Carapuceiro, 835 - Boa Viagem, Recife - PE",137,4,4,2,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",8.000,
"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Vitoriano Palhares, 194 - Torre, Recife - PE",85,1,3,1,"['Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",1.200,"
                      R$ 730
                  "
"Casa com 3 Quartos para Aluguel, 70m²","Rua Equador, 110 - San Martin, Recife - PE",70,1,3,1,"['Varanda', 'Garagem', 'Cozinha', 'Área de serviço']",1.100,
"Apartamento com  Quarto para Aluguel, 32m²","Rua Sá e Souza, 1205 - Boa Viagem, Recife - PE",32,1,1,1,"['Piscina', 'Elevador', 'Churrasqueira', 'Interfone', 'Sistema de alarme']",1.900,
"Apartamento com  Quarto para Aluguel, 28m²","Rua Almirante Batista Leão, 43 - Boa Viagem, Recife - PE",28,1,1,1,,1.600,
"Apartamento com 3 Quartos para Aluguel, 95m²","Rua Engenheiro José Brandão Cavalcante, 333 - Imbiribeira, Recife - PE",95,1,3,1,"['Varanda', 'Garagem', 'Cozinha', 'Área de serviço']",1.100,"
                      R$ 180
                  "
"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Doutor João Marques, 100 - Ilha do Retiro, Recife - PE",110,3,3,1,"['Elevador', 'Varanda', 'Garagem', 'Salão de festas', 'Segurança 24h']",1.350,"
                      R$ 850
                  "
"Apartamento com 3 Quartos para Aluguel, 145m²","Rua Setúbal, 1 - Boa Viagem, Recife - PE",145,4,3,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Playground', 'Salão de festas']",5.000,
"Apartamento com 3 Quartos para Aluguel, 105m²","Rua Caio Pereira, 225 - Rosarinho, Recife - PE",105,3,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Academia']",3.900,
"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Marechal Manoel Luís Osório - Várzea, Recife - PE",80,1,3,1,"['Cozinha', 'Área de serviço', 'Interfone']",1.400,
Apartamento com 2 Quartos à Venda/Aluguel 65m²,"Rua Marechal Deodoro, 503 - Encruzilhada, Recife - PE",65,3,2,1,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Playground']",2.100,
"Apartamento com 4 Quartos para Aluguel, 118m²","Rua Caio Pereira, 75 - Rosarinho, Recife - PE",118,1,4,2,"['Piscina', 'Elevador', 'Varanda', 'Garagem', 'Playground']",3.000,"
                      R$ 1.150
                  "
"Apartamento com  Quarto para Aluguel, 30m²","Rua Almirante Batista Leão, 43 - Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.800,
"Apartamento com 2 Quartos para Aluguel, 57m²","Pina, Recife - PE",57,2,2,1,,3.500,
"Apartamento com 3 Quartos para Aluguel, 90m²","Rua do Futuro, 611 - Graças, Recife - PE",90,1,3,1,"['Elevador', 'Varanda', 'Garagem', 'Condomínio fechado', 'Playground']",1.500,"
                      R$ 890
                  "
"Apartamento com  Quarto para Aluguel, 30m²","Rua Coronel Anízio Rodrigues Coelho, 255 - Boa Viagem, Recife - PE",30,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",2.000,
"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Maestro Jones Johnson, 1150 - Torrões, Recife - PE",70,2,2,1,"['Jardim', 'Perto de vias de acesso', 'Próximo a shopping', 'Interfone']",900,"
                      R$ 150
                  "
"Apartamento com  Quarto para Aluguel, 42m²","Rua Professor Valdemar de Oliveira - Boa Viagem, Recife - PE",42,1,1,1,['Elevador'],1.500,
"Apartamento com 3 Quartos para Aluguel, 80m²","Avenida Conselheiro Rosa e Silva, 257 - Graças, Recife - PE",80,2,3,1,"['Garagem', 'Segurança 24h', 'Cozinha', 'Área de serviço', 'Interfone']",1.000,"
                      R$ 450
                  "
"Apartamento com 2 Quartos para Aluguel, 84m²","Boa Viagem, Recife - PE",84,2,2,2,,4.500,
"Casa com 3 Quartos para Aluguel, 87m²","Avenida Pedro Allain, 125 - Casa Amarela, Recife - PE",87,2,3,2,"['Varanda', 'Garagem', 'Condomínio fechado', 'Cozinha', 'Jardim']",1.850,
"Apartamento com  Quarto para Aluguel, 49m²","Rua José de Alencar, 456 - Boa Vista, Recife - PE",49,1,1,--,"['Elevador', 'Segurança 24h', 'Cozinha', 'Interfone', 'Vigia']",900,"
                      R$ 320
                  "
"Apartamento com 2 Quartos para Aluguel, 58m²","Avenida Boa Viagem, 130 - Boa Viagem, Recife - PE",58,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.700,
"Apartamento com 4 Quartos para Aluguel, 140m²","Avenida General Mac Arthur, 1 - Imbiribeira, Recife - PE",140,4,4,2,"['Piscina', 'Elevador', 'Academia', 'Ar-condicionado', 'Churrasqueira']",5.000,
"Apartamento com 2 Quartos para Aluguel, 66m²","Boa Vista, Recife - PE",66,1,2,1,,856,"
                      R$ 550
                  "
"Casa com 4 Quartos para Aluguel, 140m²","Rua Couto Soares - Cajueiro, Recife - PE",140,4,4,1,"['Cozinha', 'Área de serviço']",1.700,
"Apartamento com 4 Quartos para Aluguel, 120m²","Rua Ministro Nelson Hungria, 266 - Boa Viagem, Recife - PE",120,3,4,2,"['Mobiliado', 'Elevador', 'Condomínio fechado', 'Jardim', 'Gerador elétrico']",2.500,"
                      R$ 1.080
                  "
"Apartamento com 4 Quartos para Aluguel, 351m²","Avenida Boa Viagem, 2900 - Boa Viagem, Recife - PE",351,3,4,4,"['Segurança 24h', 'Gerador elétrico']",13.000,"
                      R$ 2.200
                  "
"Apartamento com 4 Quartos para Aluguel, 190m²","Boa Viagem, Recife - PE",190,4,4,3,,8.500,
Apartamento com 5 Quartos para Venda/Aluguel 200m²,"Rua Capitão Zuzinha, 381 - Boa Viagem, Recife - PE",200,2,5,2,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Cozinha', 'Área de serviço']",2.250,"
                      R$ 1.250
                  "
"Apartamento com 2 Quartos para Aluguel, 53m²","Boa Viagem, Recife - PE",53,2,2,1,,3.300,
Apartamento com 4 Quartos para Venda/Aluguel 159m²,"Rua das Graças, 142 - Graças, Recife - PE",159,3,4,2,"['Piscina', 'Elevador', 'Churrasqueira', 'Cozinha', 'Área de serviço']",3.550,"
                      R$ 950.000
                  "
"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Alcides Codeceira, 150 - Iputinga, Recife - PE",90,3,2,1,"['Cozinha', 'Área de serviço', 'Depósito']",1.000,"
                      R$ 300
                  "
"Apartamento com 3 Quartos para Aluguel, 90m²","Avenida Dezessete de Agosto, 500 - Parnamirim, Recife - PE",90,1,3,2,"['Elevador', 'Varanda', 'Garagem', 'Salão de festas', 'Segurança 24h']",1.450,"
                      R$ 780
                  "
"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Guimarães Peixoto, 148 - Tamarineira, Recife - PE",55,2,2,1,"['Mobiliado', 'Piscina', 'Elevador', 'Varanda', 'Ar-condicionado']",2.400,
"Apartamento com 3 Quartos para Aluguel, 97m²","Avenida Fernando Simões Barbosa, 140 - Boa Viagem, Recife - PE",97,1,3,1,"['Elevador', 'Ar-condicionado', 'Cozinha', 'Interfone']",2.500,
"Casa com 6 Quartos para Aluguel, 480m²","Avenida Doutor Malaquias, 45 - Graças, Recife - PE",480,4,6,5,['Quintal'],12.000,
"Casa com 8 Quartos para Aluguel, 600m²","Boa Vista, Recife - PE",600,3,8,1,,7.000,
"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Leal de Barros, 332 - Iputinga, Recife - PE",60,1,2,2,"['Elevador', 'Varanda', 'Garagem', 'Playground', 'Segurança 24h']",800,"
                      R$ 300
                  "
"Apartamento com 3 Quartos para Aluguel, 101m²","Rua Hoel Sette, 165 - Jaqueira, Recife - PE",101,3,3,1,"['Elevador', 'Segurança 24h', 'Cozinha', 'Área de serviço', 'Depósito']",2.500,
"Apartamento com  Quarto para Aluguel, 30m²","Rua Félix de Brito Melo, 945 - Boa Viagem, Recife - PE",30,1,1,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Piscina para adulto', 'Vigia']",1.254,"
                      R$ 575
                  "
"Apartamento com  Quarto para Aluguel, 33m²","Rua Ministro Nelson Hungria, 86 - Boa Viagem, Recife - PE",33,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Churrasqueira']",1.950,
Apartamento com 4 Quartos à Venda/Aluguel 217m²,"Avenida Boa Viagem, 4798 - Boa Viagem, Recife - PE",217,4,4,3,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",9.000,"
                      R$ 1.750
                  "
"Apartamento com 2 Quartos para Aluguel, 68m²","Rua Onze de Fevereiro, 276 - Cordeiro, Recife - PE",68,1,2,1,"['Elevador', 'Garagem', 'Cozinha', 'Área de serviço', 'Interfone']",900,"
                      R$ 250
                  "
"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Jorge Couceiro da Costa Eiras - Boa Viagem, Recife - PE",60,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Cozinha', 'Área de serviço']",2.400,
"Apartamento com 4 Quartos para Aluguel, 180m²","Rua Rui Calaca, 85 - Espinheiro, Recife - PE",180,1,4,2,"['Elevador', 'Varanda', 'Garagem', 'Salão de festas', 'Segurança 24h']",1.550,"
                      R$ 1.700
                  "
Casa com 6 Quartos para Venda/Aluguel 130m²,"Rua Raul Pompéia, 271 - Arruda, Recife - PE",130,2,6,--,,2.000,
Apartamento com 2 Quartos para Venda/Aluguel 57m²,"Rua Setúbal - Boa Viagem, Recife - PE",57,3,2,1,"['Piscina', 'Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",3.800,
"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Professor Augusto Lins e Silva, 124 - Boa Viagem, Recife - PE",100,1,3,--,,1.600,
"Apartamento com 2 Quartos para Aluguel, 86m²","Rua Baltazar Passos, 611 - Boa Viagem, Recife - PE",86,2,2,1,"['Mobiliado', 'Elevador', 'Varanda', 'Ar-condicionado', 'Condomínio fechado']",1.800,
Apartamento com 2 Quartos para Venda/Aluguel 42m²,"Rua Nunes Machado - Soledade, Recife - PE",42,1,2,1,"['Piscina', 'Elevador', 'Cozinha', 'Área de serviço', 'Interfone']",2.400,
"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Real da Torre, 1435 - Madalena, Recife - PE",50,1,2,1,"['Piscina', 'Elevador', 'Condomínio fechado', 'Segurança 24h', 'Cozinha']",1.900,
"Apartamento com 3 Quartos para Aluguel, 94m²","Boa Viagem, Recife - PE",94,1,3,2,,2.600,"
                      R$ 700
                  "
"Apartamento com  Quarto para Aluguel, 34m²","Rua Alfredo de Medeiros, 125 - Espinheiro, Recife - PE",34,1,1,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",2.200,
"Apartamento com 2 Quartos para Aluguel, 43m²","Rua Desembargador Edmundo Jordão, 181 - Tamarineira, Recife - PE",43,1,2,1,"['Elevador', 'Condomínio fechado', 'Segurança 24h', 'Cozinha', 'Área de serviço']",925,"
                      R$ 446
                  "
"Apartamento com 3 Quartos para Aluguel, 134m²","Rua do Futuro, 575 - Graças, Recife - PE",134,3,3,2,,3.500,
Apartamento com 2 Quartos para Venda/Aluguel 92m²,"Rua Teixeira Pinto, 38 - Graças, Recife - PE",92,1,2,1,"['Segurança 24h', 'Cozinha', 'Área de serviço']",1.900,"
                      R$ 700
                  "
"Apartamento com 4 Quartos para Aluguel, 177m²","Rua Luiz Pimentel - Boa Viagem, Recife - PE",177,3,4,1,"['Quintal', 'Perto de vias de acesso', 'Próximo a shopping']",1.500,"
                      R$ 150
                  "
"Casa com 2 Quartos para Aluguel, 60m²","Rua Doutor Rinaldo Victor Fernandes, 183 - Jiquiá, Recife - PE",60,1,2,--,"['Condomínio fechado', 'Cozinha']",750,
"Apartamento com 4 Quartos para Aluguel, 180m²","Rua Ernesto de Paula Santos, 315 - Boa Viagem, Recife - PE",180,1,4,1,"['Elevador', 'Varanda', 'Ar-condicionado', 'Garagem', 'Salão de festas']",1.900,"
                      R$ 950
                  "
Apartamento com 3 Quartos para Venda/Aluguel 110m²,"Avenida Professor José dos Anjos, 687 - Tamarineira, Recife - PE",110,2,3,1,"['Varanda', 'Interfone', 'Sistema de alarme']",1.450,
"Apartamento com 2 Quartos para Aluguel, 42m²","Madalena, Recife - PE",42,2,2,1,,900,
"Apartamento com  Quarto para Aluguel, 36m²","Avenida Beira Mar, 58 - Boa Viagem, Recife - PE",36,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",2.900,
"Apartamento com 3 Quartos para Aluguel, 69m²","Rua Ourém, 175 - San Martin, Recife - PE",69,2,3,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Garagem']",1.300,"
                      R$ 460
                  "
"Apartamento com  Quarto para Aluguel, 58m²","Rua da Angustura, 70 - Aflitos, Recife - PE",58,1,1,--,['Aceita animais'],1.200,
"Apartamento com  Quarto para Aluguel, 37m²","Rua Atlântico, 69 - Pina, Recife - PE",37,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Segurança 24h']",2.600,
"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Alcides Codeceira, 150 - Iputinga, Recife - PE",90,3,2,1,"['Ar-condicionado', 'Cozinha', 'Área de serviço']",1.000,"
                      R$ 300
                  "
"Apartamento com 3 Quartos para Aluguel, 103m²","Rua Padre Carapuceiro, 835 - Boa Viagem, Recife - PE",103,3,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",6.400,
"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Antônio Vicente - Boa Viagem, Recife - PE",85,2,3,1,,1.550,
"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Marechal Manoel Luís Osório - Várzea, Recife - PE",90,3,3,1,"['Varanda', 'Salão de festas', 'Área de serviço']",2.100,
"Apartamento com 4 Quartos para Aluguel, 405m²","Avenida Boa Viagem, 3804 - Boa Viagem, Recife - PE",405,5,4,3,"['Piscina', 'Elevador', 'Varanda', 'Churrasqueira', 'Segurança 24h']",9.000,"
                      R$ 2.600
                  "
Apartamento com 2 Quartos à Venda/Aluguel 60m²,"Rua Marquês de Alegrete, 137 - Boa Viagem, Recife - PE",60,2,2,1,"['Piscina', 'Elevador', 'Varanda', 'Academia', 'Churrasqueira']",2.600,
"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Le Parc - Imbiribeira, Recife - PE",120,1,3,2,"['Elevador', 'Segurança 24h', 'Cozinha', 'Área de serviço', 'Gerador elétrico']",6.000,
"Apartamento com  Quarto para Aluguel, 36m²","Rua Ministro Nelson Hungria, 159 - Boa Viagem, Recife - PE",36,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Ar-condicionado', 'Salão de festas']",2.100,
"Apartamento com  Quarto para Aluguel, 31m²","Rua Dona Benvinda de Farias, 507 - Boa Viagem, Recife - PE",31,1,1,1,"['Mobiliado', 'Piscina', 'Elevador', 'Academia', 'Ar-condicionado']",1.650,
"Apartamento com 3 Quartos para Aluguel, 120m²","Avenida Conselheiro Aguiar, 2286 - Boa Viagem, Recife - PE",120,2,3,1,"['Mobiliado', 'Elevador', 'Ar-condicionado', 'Cozinha', 'Área de serviço']",2.000,"
                      R$ 585
                  "
"Apartamento com 3 Quartos para Aluguel, 150m²","Rua Gomes Pacheco - Espinheiro, Recife - PE",150,1,3,2,"['Elevador', 'Segurança 24h', 'Cozinha', 'Área de serviço', 'Interfone']",1.000,"
                      R$ 1.200
                  "
"Apartamento com 3 Quartos para Aluguel, 150m²","Rua Aníbal Falcão, 117 - Graças, Recife - PE",150,1,3,2,['Varanda'],2.200,"
                      R$ 977
                  "
"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Le Parc - Imbiribeira, Recife - PE",120,3,3,2,"['Mobiliado', 'Piscina', 'Elevador', 'Churrasqueira', 'Varanda gourmet']",6.500,
