property_type,area,bathrooms,bedrooms,parking_spots,neighborhood,rent,more_than_1_floor,furnished,barbecue_grill,kitchen,pool,beach_distance,latitude,longitude
apartment,200,4,4,3,Casa Forte,8666,0,0,0,0,0,5.691941074711678,-8.0337811,-34.9183073
apartment,68,2,3,1,Tejipió,1600,0,0,0,0,0,7.343045198234683,-8.0901615,-34.954363
apartment,94,3,3,2,Boa Viagem,4185,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,45,1,1,1,Boa Viagem,2800,0,0,0,0,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,160,3,3,2,Boa Viagem,3100,0,0,0,1,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,35,1,1,1,Boa Viagem,2200,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,75,1,2,0,Cordeiro,1700,0,0,0,0,0,6.054509303112181,-8.0541204,-34.9249223
apartment,80,1,2,2,Graças,2200,0,0,0,1,0,3.55426628802812,-8.0441711,-34.899026750000004
apartment,28,1,1,1,Boa Viagem,1800,0,0,0,0,1,0.7184454468735614,-8.1414524,-34.9103523
apartment,86,2,3,2,Torre,3300,0,0,0,0,1,4.501892976783477,-8.0441236,-34.9076816
apartment,54,2,2,1,Boa Viagem,3957,0,1,0,0,1,0.0938971282652827,-8.1199395,-34.8957061
apartment,48,2,2,1,Boa Viagem,2500,0,1,0,0,1,0.6971943824613034,-8.1106061,-34.8962566
apartment,105,2,3,0,Tamarineira,3000,0,0,0,0,0,4.085087523513271,-8.0332206,-34.9034907
apartment,145,1,4,2,Aflitos,3500,0,0,0,0,1,3.262766119066479,-8.0377908,-34.8965575
apartment,49,1,1,0,Pina,2000,0,0,0,0,0,1.1136362908777901,-8.0868917,-34.8910271
apartment,35,1,1,1,Boa Viagem,1440,0,1,0,0,1,0.8186387167572026,-8.1101061,-34.89724
apartment,80,2,2,2,Boa Viagem,2500,0,0,0,0,1,0.3644745588139486,-8.1142064,-34.8948953
apartment,51,1,2,1,Pina,2999,0,0,0,0,1,1.1981077866653391,-8.0963033,-34.8946884
apartment,83,2,2,1,Boa Viagem,2000,0,0,0,0,0,0.09389985922994741,-8.1399699,-34.9033176
apartment,113,3,4,2,Espinheiro,3550,0,0,0,0,1,2.8237023263304324,-8.0423254,-34.8925592
apartment,100,1,3,3,Santana,3200,0,0,1,0,1,5.222021202315524,-8.0391121,-34.9144046
apartment,33,1,1,1,Boa Viagem,2500,0,1,0,1,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,36,1,1,1,Boa Viagem,2500,0,0,0,1,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,75,2,2,1,Boa Viagem,1200,0,0,0,0,0,0.3009391716145918,-8.1317178,-34.9025427
apartment,62,1,2,1,Tamarineira,3000,0,1,0,0,1,4.468670220242794,-8.02754535,-34.905650266986235
apartment,45,1,2,1,Imbiribeira,1950,0,0,1,0,1,1.6246866697419127,-8.1159354,-34.9092873
apartment,45,1,1,1,Boa Viagem,2200,0,1,0,0,1,0.10813034040694022,-8.1376635,-34.9028584
apartment,40,1,1,1,Boa Viagem,3000,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,70,1,3,1,Madalena,1590,0,1,0,1,0,3.946667014619601,-8.0578099,-34.9045472
apartment,150,4,4,2,Boa Viagem,7700,0,0,0,1,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,63,1,2,1,Prado,2200,0,0,0,1,0,4.445733813552806,-8.0599249,-34.9114606
apartment,43,2,2,1,Boa Viagem,3000,0,0,0,0,0,0.19621716521765944,-8.1161778,-34.894659
apartment,33,1,1,1,Pina,2200,0,1,0,0,1,1.1214343619273508,-8.0876561,-34.8913671
apartment,52,1,1,1,Madalena,2000,0,0,1,0,1,4.176777159056447,-8.0563054,-34.9060124
apartment,63,2,2,0,Várzea,1215,0,0,0,0,0,10.883622126513881,-8.0450381,-34.9691733
apartment,56,2,2,1,Boa Viagem,4200,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,110,1,3,1,Soledade,2010,0,0,0,1,0,2.908820722135241,-8.0585968,-34.891812065342464
apartment,70,1,3,1,Madalena,1960,0,0,0,0,1,4.780816443791512,-8.0497637,-34.9093626
apartment,45,1,1,1,Boa Viagem,2000,0,0,0,0,0,0.5425408298715771,-8.1105394,-34.8946475
apartment,150,5,4,2,Boa Viagem,8800,0,0,0,0,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,107,3,3,1,Imbiribeira,4500,0,0,1,0,1,1.4333488709126943,-8.1105241,-34.9043509
apartment,130,3,3,1,Espinheiro,2550,0,1,0,0,0,2.5973001111425464,-8.0452103,-34.8900458
apartment,57,1,2,1,Encruzilhada,1858,0,0,1,0,1,3.2618156469536244,-8.0363183,-34.8964095
apartment,107,3,3,2,Boa Viagem,2700,0,0,0,0,0,1.0884510208006493,-8.1242291,-34.9071189
apartment,63,1,3,1,Cordeiro,1505,0,0,0,1,0,6.560528668702983,-8.0550205,-34.9305185
apartment,135,3,3,2,Boa Vista,2700,0,0,0,0,0,3.298551112692324,-8.0574726,-34.896099533510636
apartment,78,2,2,1,Imbiribeira,1090,0,0,0,0,0,2.401252078726012,-8.1118439,-34.9151461
apartment,94,3,3,2,Boa Viagem,3485,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,56,2,2,1,Torreão,2100,0,0,1,0,1,1.8075826157815698,-8.0404865,-34.8834305
apartment,60,1,2,1,Beberibe,1400,0,0,0,0,0,5.249674284837948,-8.0033039,-34.8974621
apartment,87,1,3,0,Boa Viagem,2200,0,0,0,0,0,0.3984244797527908,-8.1210341,-34.8993761
apartment,95,3,3,2,Madalena,3000,0,1,0,0,1,4.283553749427108,-8.047936,-34.9051034
apartment,58,1,2,1,Boa Viagem,3100,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,42,1,2,1,Espinheiro,2200,0,0,0,0,0,3.129051487861917,-8.0436341,-34.8952066
apartment,453,2,4,4,Pina,12800,0,0,0,0,0,0.0329553595213586,-8.0973128,-34.8834512
apartment,57,1,2,1,Boa Viagem,2000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,50,1,2,0,Boa Viagem,1830,0,0,0,1,0,0.2042556170553124,-8.1178478,-34.8956273
apartment,79,2,3,1,Santana,1784,0,0,0,0,0,5.326451176723402,-8.0394241,-34.9153568
apartment,60,2,2,1,Encruzilhada,1790,0,0,0,0,0,2.6499982804408777,-8.0367282,-34.8908676
apartment,300,1,2,1,Boa Viagem,1850,0,0,1,0,1,0.2875015635656573,-8.1434486,-34.9069828
apartment,55,1,2,1,Boa Viagem,2700,0,0,0,0,0,0.3795777353639336,-8.1389837,-34.9058445
apartment,64,2,3,1,Torre,1700,0,0,0,0,0,4.54183786652423,-8.0385769,-34.908218
apartment,150,4,4,2,Monteiro,4500,0,0,0,0,1,7.49870916156321,-8.0215725,-34.9325432
apartment,86,2,3,2,Torre,2800,0,0,1,1,1,4.46405658427687,-8.0425107,-34.9074638
apartment,364,5,4,3,Boa Viagem,10239,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,1,2,1,Casa Amarela,951,0,0,0,0,0,5.9331892609340695,-8.0286003,-34.9196617
apartment,71,1,3,1,Aflitos,2300,0,0,0,0,1,3.4270021694109145,-8.0416097,-34.8980906
apartment,41,1,1,1,Boa Viagem,1800,0,0,0,0,0,0.4305038994122344,-8.1207531,-34.8995492
apartment,50,2,2,1,Boa Viagem,2700,0,1,0,0,1,0.7377527661337858,-8.111654,-34.8971319
apartment,143,1,3,2,Casa Forte,4280,0,0,0,0,0,5.691941074711678,-8.0337811,-34.9183073
apartment,50,1,2,1,Boa Vista,1000,0,0,0,0,0,2.892162541988145,-8.0497828,-34.89172409359895
apartment,30,1,1,1,Boa Viagem,2300,0,0,0,0,1,0.8038302893748615,-8.1095853,-34.896832
apartment,10,1,2,1,Boa Viagem,2500,0,0,0,0,0,0.5768376747027388,-8.1312184,-34.9050804
apartment,140,1,3,1,Boa Viagem,2613,0,0,0,1,0,0.15767397283147505,-8.1301011,-34.9001821
apartment,147,1,3,1,Encruzilhada,3970,0,0,1,0,0,2.990903181647155,-8.0376872,-34.8940768
apartment,40,1,1,1,Boa Viagem,2200,0,1,0,0,1,0.2206387171252167,-8.1322819,-34.9019145
apartment,412,5,4,3,Boa Viagem,13500,0,0,1,0,0,0.22859235747996368,-8.1149691,-34.89222608030973
apartment,105,3,3,2,Espinheiro,1956,0,0,0,1,0,3.088257681783581,-8.0481288,-34.8940229
apartment,150,3,4,2,Boa Viagem,7000,0,0,0,1,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,80,2,3,2,Rosarinho,2600,0,0,1,0,1,3.5080709942083477,-8.0345431,-34.8984091
apartment,48,1,2,1,Pina,2800,0,1,0,0,1,0.1956720686536601,-8.1017679,-34.8870824
apartment,125,3,3,1,Boa Viagem,4200,0,0,0,0,0,0.25041323191453446,-8.1424081,-34.9049929
apartment,45,1,1,1,Boa Viagem,3000,0,1,0,0,1,0.20898030513990606,-8.1337535,-34.9025533
apartment,60,1,2,0,Porto da Madeira,700,0,0,0,0,0,4.766745576592892,-8.0046987,-34.8921866
apartment,160,2,3,1,Madalena,1950,0,0,0,1,0,4.057196846003026,-8.0578614,-34.9058579
apartment,10,1,2,1,Casa Amarela,270000,0,0,0,1,0,5.744727203019305,-8.0298452,-34.9181725
apartment,40,1,1,1,Boa Viagem,1700,0,0,0,0,0,0.4305038994122344,-8.1207531,-34.8995492
apartment,87,1,2,1,Boa Viagem,1637,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,52,2,2,1,Torre,1900,0,0,0,0,0,4.993222680037368,-8.0478098,-34.9116778
apartment,50,2,2,1,Boa Viagem,3000,0,1,0,0,0,0.6015507550005008,-8.1144867,-34.8979226
apartment,70,1,2,0,Boa Viagem,2158,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,150,3,3,2,Boa Viagem,5000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,28,1,1,0,Boa Viagem,1600,0,1,0,0,1,0.6383989926404443,-8.1112125,-34.8959199
apartment,37,1,1,0,Boa Viagem,1200,0,0,0,0,0,0.4305038994122344,-8.1207531,-34.8995492
apartment,60,2,2,1,Casa Forte,2500,0,0,0,1,1,5.876997050940563,-8.0326434,-34.9198542
apartment,80,2,2,2,Boa Viagem,3000,0,0,0,0,0,0.38351235616212836,-8.1411075,-34.9063036
apartment,40,7,1,0,Boa Viagem,1300,0,0,0,0,0,0.9160028385452482,-8.1322867,-34.9088925
apartment,34,1,1,1,Parnamirim,2500,0,0,0,0,0,4.620483066668919,-8.0344855,-34.908601
apartment,50,1,1,1,Poço da Panela,2230,0,0,1,0,1,6.150398480388704,-8.0300434,-34.9219536
apartment,150,5,4,2,Boa Viagem,8000,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,35,1,1,1,Boa Viagem,2000,0,0,0,0,1,0.3099828355964977,-8.1174236,-34.896487
apartment,90,2,3,1,Boa Viagem,1800,0,0,0,0,0,0.39261584807171196,-8.1353493,-34.9048098
apartment,143,4,4,3,Espinheiro,4200,0,0,0,1,1,2.851794014755245,-8.0426365,-34.8927867
apartment,95,1,3,2,Casa Amarela,2700,0,1,0,0,1,5.21313519052776,-8.0254765,-34.9120768
apartment,65,2,3,1,Torre,1500,0,0,0,0,0,4.46405658427687,-8.0425107,-34.9074638
apartment,135,3,3,1,Boa Viagem,2500,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,35,1,1,1,Boa Viagem,2000,0,0,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,115,3,3,2,Boa Viagem,3860,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,94,3,3,2,Boa Viagem,3785,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,37,1,1,0,Espinheiro,1800,0,0,0,0,0,2.8506329530087404,-8.0440056,-34.8926061
apartment,94,3,3,2,Boa Viagem,3785,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,1,2,1,Boa Viagem,2500,0,0,1,0,1,0.19621716521765944,-8.1161778,-34.894659
apartment,54,2,2,1,Jaqueira,5500,0,0,0,0,0,3.984686144433293,-8.0359157,-34.9029636
apartment,55,1,2,1,Jardim São Paulo,1300,0,0,0,0,0,6.125109282931706,-8.0849104,-34.938618
apartment,48,1,2,2,Tamarineira,2100,0,0,0,0,0,4.317660257051831,-8.0325504,-34.9055117
apartment,70,2,3,2,Boa Viagem,2118,0,0,1,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,100,1,3,1,Boa Viagem,2000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,92,3,3,2,Madalena,2720,0,0,1,0,1,4.2375052723565245,-8.0538195,-34.9045682
apartment,52,1,2,0,Soledade,2300,0,0,1,0,1,2.8886732525955625,-8.0542561,-34.8897815
apartment,10,2,2,2,Casa Forte,2400,0,0,0,0,1,5.2954397225225245,-8.0413815,-34.9150591
apartment,405,3,4,5,Boa Viagem,25000,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,60,1,2,1,Santo Amaro,2300,0,0,1,0,1,1.5001106178085601,-8.0492141,-34.8781477
apartment,33,1,1,1,Rosarinho,1700,0,0,0,0,1,3.3871363093471554,-8.0331253,-34.8970122
apartment,53,2,2,1,Pina,2900,0,0,0,0,0,0.2932672077363137,-8.0939317,-34.8836477
apartment,114,2,3,2,Boa Viagem,3800,0,1,0,0,1,0.5666294950631254,-8.1223405,-34.9014857
apartment,35,1,1,1,Boa Viagem,1322,0,1,0,0,0,0.5794348536218538,-8.1144501,-34.8976769
apartment,56,1,2,1,Parnamirim,2270,0,1,0,0,1,4.825364680755902,-8.0338866,-34.910396
apartment,85,2,3,1,Água Fria,1400,0,0,0,0,0,3.6182359990411306,-8.0215474,-34.8942535
apartment,75,2,3,1,Várzea,1130,0,0,0,1,0,8.483467354296195,-8.0428094,-34.9439499
apartment,150,1,4,3,Boa Viagem,5600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,85,1,3,2,Monteiro,3850,0,0,1,0,1,6.4162072630680465,-8.0294137,-34.9242898
apartment,35,1,1,1,Boa Viagem,2999,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,25,1,1,1,Boa Viagem,1600,0,0,0,0,0,1.1217280927123814,-8.1227092,-34.9069438
apartment,55,2,2,1,Rosarinho,2500,0,1,0,0,1,3.2855979875787353,-8.0327156,-34.8959693
apartment,54,2,2,1,Boa Vista,2200,0,1,0,0,1,3.3130457326833826,-8.0559843,-34.8944439
apartment,112,1,3,2,Santana,2900,0,0,1,0,1,5.234355336388821,-8.0381936,-34.9144905
apartment,98,3,3,2,Rosarinho,3500,0,1,0,0,1,3.518761685133717,-8.0337288,-34.898359
apartment,50,1,2,1,Boa Viagem,2900,0,1,0,0,1,0.29216855396698577,-8.1399137,-34.9053874
apartment,35,1,1,1,Pina,1520,0,0,0,0,0,1.1981077866653391,-8.0963033,-34.8946884
apartment,45,1,2,1,Espinheiro,2300,0,0,1,0,1,2.851794014755245,-8.0426365,-34.8927867
apartment,35,1,1,1,Boa Viagem,1520,0,0,0,1,0,0.45174512257449073,-8.1109725,-34.8939476
apartment,64,1,2,1,Torre,1450,0,0,1,1,0,4.713071497978603,-8.0424292,-34.9097309
apartment,200,3,4,2,Boa Viagem,5000,0,0,0,0,0,0.1421783341231423,-8.1245696,-34.8980016
apartment,47,1,2,1,Arruda,1100,0,0,0,0,0,3.138486034830214,-8.0258618,-34.8918164
apartment,40,1,1,0,Boa Vista,1200,0,0,0,0,0,2.9380203256826074,-8.059281299999999,-34.893165395454545
apartment,178,4,4,2,Boa Viagem,10600,0,0,0,1,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,150,4,4,2,Boa Viagem,8000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,61,1,2,0,Parnamirim,2200,0,0,0,0,1,4.372769368821978,-8.0338407,-34.9062406
apartment,90,3,3,2,Boa Viagem,3250,0,0,1,0,1,0.4034020735192404,-8.1140242,-34.8952478
apartment,178,4,4,3,Boa Viagem,10700,0,0,0,0,1,0.20036389633915958,-8.10519865,-34.88752798943299
apartment,80,1,2,1,Boa Viagem,1570,0,0,0,1,0,0.311685123498119,-8.1063563,-34.8896306
apartment,70,2,2,1,Graças,2700,0,1,0,0,1,3.149109602072812,-8.0497816,-34.894161
apartment,30,1,1,1,Boa Viagem,2000,0,1,0,0,1,0.7719679099666196,-8.1142804,-34.8995275
apartment,60,2,2,1,Boa Viagem,1500,0,0,1,0,1,0.3795777353639336,-8.1389837,-34.9058445
apartment,40,1,1,1,Boa Viagem,2200,0,0,0,0,0,0.10813034040694022,-8.1376635,-34.9028584
apartment,94,2,3,1,Boa Viagem,1501,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,60,2,2,1,Boa Viagem,2223,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,65,2,2,1,Boa Viagem,2800,0,1,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,10,1,1,1,Casa Forte,1900,0,1,1,0,1,5.597965440904693,-8.0309812,-34.9170309
apartment,90,3,3,1,Espinheiro,1900,0,0,0,0,0,2.8237023263304324,-8.0423254,-34.8925592
apartment,180,5,4,3,Boa Viagem,8000,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,37,1,1,1,Encruzilhada,1800,0,1,0,0,1,3.0608333136318544,-8.0367258,-34.8946215
apartment,160,2,3,1,Espinheiro,3670,0,0,0,0,0,2.8237023263304324,-8.0423254,-34.8925592
apartment,225,6,4,3,Boa Viagem,7000,0,0,0,0,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,64,2,3,1,Madalena,1850,0,0,0,1,0,4.190739117677014,-8.0557513,-34.9057193
apartment,45,1,2,0,Boa Vista,1090,0,0,0,1,0,2.627500193746677,-8.060645449999999,-34.89029850571529
apartment,80,2,2,1,Casa Amarela,1801,0,0,0,0,0,5.43970111818384,-8.028161,-34.9149687
apartment,80,1,3,1,Boa Viagem,2080,0,0,0,1,0,0.23487373072134035,-8.1450238,-34.9073132
apartment,71,3,2,1,Madalena,2200,0,0,0,0,1,4.680627819661518,-8.0508853,-34.9082074
apartment,10,2,3,2,Ilha do Retiro,2000,0,0,0,1,0,3.5037072039343053,-8.063751,-34.9038034
apartment,198,5,4,2,Boa Viagem,5300,0,0,0,0,0,0.0938971282652827,-8.1199395,-34.8957061
apartment,79,2,3,1,Caxangá,1180,0,0,0,0,0,10.752325594621515,-8.0224172,-34.9629932
apartment,150,2,4,3,Boa Viagem,6000,0,0,0,0,1,0.12003533748353758,-8.1396537,-34.9032052
apartment,100,3,4,1,Madalena,1855,0,0,0,1,0,4.680627819661518,-8.0508853,-34.9082074
apartment,94,3,3,2,Boa Viagem,4185,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,1,3,1,Barro,1525,0,0,1,0,0,6.032013870208863,-8.0918556,-34.9416488
apartment,210,6,4,3,Parnamirim,6650,0,0,1,0,1,4.845063886409652,-8.033469,-34.910517
apartment,35,1,1,0,Santo Amaro,907,0,0,0,1,0,2.134859615784817,-8.053006199999999,-34.882523655831974
apartment,156,5,3,3,Pina,14500,0,1,0,0,1,0.27029920265493135,-8.0955009,-34.8846079
apartment,215,3,3,1,Boa Viagem,8500,0,1,0,0,1,0.02635925608897368,-8.1269718,-34.8978561
apartment,114,4,3,2,Boa Viagem,4260,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,100,2,3,1,Santo Amaro,1901,0,0,0,0,0,1.9123750217907987,-8.055381149999999,-34.87753904397894
apartment,63,1,3,1,Boa Viagem,1663,0,0,0,0,0,0.5945111588214951,-8.1314531,-34.9054072
apartment,110,3,3,1,Boa Viagem,2300,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,80,2,2,1,Boa Viagem,1900,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,52,1,2,0,Soledade,2500,0,0,0,0,0,2.8886732525955625,-8.0542561,-34.8897815
apartment,65,2,2,0,Cordeiro,1000,0,0,0,1,0,6.732008546891657,-8.0469774,-34.9278191
apartment,50,1,1,1,Boa Viagem,2500,0,0,0,0,1,0.3644745588139486,-8.1142064,-34.8948953
apartment,80,3,3,2,Casa Amarela,2700,0,1,0,0,1,4.628323221939188,-8.0261687,-34.9067176
apartment,134,4,3,2,Boa Viagem,5900,0,0,1,1,1,0.07623471971542005,-8.1184744,-34.894629218446724
apartment,210,4,4,3,Boa Viagem,5800,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,226,5,4,2,Casa Forte,5749,0,1,1,0,1,5.876997050940563,-8.0326434,-34.9198542
apartment,75,3,3,1,Espinheiro,1950,0,0,1,0,1,2.8237023263304324,-8.0423254,-34.8925592
apartment,74,2,2,1,Boa Viagem,2600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,35,1,1,1,Parnamirim,2600,0,0,1,0,1,4.825364680755902,-8.0338866,-34.910396
apartment,70,1,2,1,Porto da Madeira,1315,0,0,0,0,0,4.333935514860345,-8.0069209,-34.8885868
apartment,75,2,2,1,Boa Viagem,2100,0,0,0,0,0,1.0042301161677258,-8.1270134,-34.9074451
apartment,65,2,2,1,Boa Viagem,2400,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,45,1,1,1,Boa Vista,1050,0,0,0,1,0,2.6382422424311858,-8.0624865,-34.89274213948576
apartment,43,1,2,1,Parnamirim,3500,0,0,1,0,1,4.825364680755902,-8.0338866,-34.910396
apartment,30,1,1,1,Boa Viagem,1500,0,0,0,0,0,0.8186387167572026,-8.1101061,-34.89724
apartment,59,2,2,0,Boa Viagem,2224,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,50,1,1,0,Boa Viagem,2000,0,0,0,0,1,0.3644745588139486,-8.1142064,-34.8948953
apartment,105,2,3,2,Rosarinho,4500,0,1,0,0,1,3.5207098460985664,-8.0358975,-34.898724
apartment,65,2,2,1,Boa Viagem,3000,0,1,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,35,1,1,1,Boa Viagem,1700,0,0,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,171,4,4,2,Boa Viagem,6150,0,0,0,0,1,0.15197886561339696,-8.1400395,-34.9040704
apartment,100,3,3,2,Graças,1850,0,0,0,0,0,3.6243338319699316,-8.041934999999999,-34.8998665
apartment,70,1,3,1,Hipódromo,1600,0,0,0,0,0,2.6076320563434043,-8.0324679,-34.8895042
apartment,89,1,3,2,Boa Viagem,3000,0,1,0,0,0,0.1701189672118366,-8.1358365,-34.9028138
apartment,405,5,4,3,Boa Viagem,12879,0,0,0,0,1,0.060010289945065215,-8.1227396,-34.8967529
apartment,112,3,3,2,Boa Viagem,2398,0,0,0,1,0,0.4412511657418984,-8.1296861,-34.9030749
apartment,72,3,2,1,Aflitos,2300,0,0,0,0,1,3.2617263866669344,-8.0416656,-34.8965867
apartment,36,1,1,1,Madalena,1700,0,0,1,0,1,4.3128701473446105,-8.0539208,-34.9055912
apartment,40,1,1,1,Boa Viagem,1500,0,0,0,0,0,0.4305038994122344,-8.1207531,-34.8995492
apartment,70,2,3,1,Torre,1623,0,0,1,0,0,4.555042129883812,-8.0397853,-34.9083616
apartment,58,2,2,1,Santo Amaro,2200,0,0,0,0,0,1.5001106178085601,-8.0492141,-34.8781477
apartment,60,2,2,1,Pina,4000,0,1,0,0,1,0.0329553595213586,-8.0973128,-34.8834512
apartment,140,4,2,2,Boa Viagem,5500,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,50,1,1,1,Boa Vista,1250,0,0,0,1,0,2.4751174454305205,-8.0613097,-34.8888196
apartment,70,2,2,1,Boa Viagem,2200,0,1,0,0,1,0.578832558481122,-8.1229767,-34.9017922
apartment,55,1,2,1,Iputinga,1040,0,0,1,1,0,7.8971423730831365,-8.0437186,-34.9385878
apartment,60,1,2,1,Boa Viagem,1350,0,0,1,1,0,0.371180671249427,-8.112024,-34.8936359
apartment,80,3,2,1,Pina,4000,0,0,0,0,0,1.1981077866653391,-8.0963033,-34.8946884
apartment,70,2,3,1,Boa Viagem,3000,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,52,2,2,1,Boa Viagem,3800,0,1,0,0,1,0.2500003925559662,-8.1146877,-34.8928998
apartment,45,1,1,1,Pina,2700,0,0,0,0,1,0.2064528708771425,-8.0953457,-34.8832226
apartment,55,2,2,1,Boa Viagem,2300,0,0,0,0,0,0.546400377283882,-8.13919355,-34.907578547208274
apartment,110,1,3,0,Casa Forte,4000,0,0,0,0,0,5.6475205282638745,-8.0336463,-34.9178852
apartment,80,1,3,1,Cordeiro,1200,0,0,0,1,0,6.921673283734413,-8.0505376,-34.9319213
apartment,190,1,3,1,Boa Viagem,4199,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,1,2,1,Casa Amarela,2200,0,0,0,0,0,4.734084491286892,-8.0299811,-34.9088243
apartment,65,1,3,1,Madalena,2195,0,0,0,0,1,3.9020169322531344,-8.0574239,-34.9037082
apartment,30,1,1,1,Pina,2500,0,1,0,0,1,0.08973338727444033,-8.0982249,-34.88446085350516
apartment,85,2,3,1,Campo Grande,1000,0,0,0,0,0,2.356296232703528,-8.0254135,-34.8827745
apartment,63,2,2,1,Torre,1700,0,0,0,0,0,4.713071497978603,-8.0424292,-34.9097309
apartment,90,3,2,4,Espinheiro,3100,0,0,0,0,0,2.398416004931435,-8.0422721,-34.8886899
apartment,55,1,2,1,Boa Viagem,3600,0,1,0,0,1,0.9048294413355403,-8.1261853,-34.9061275
apartment,100,2,3,2,Soledade,1500,0,0,0,0,0,3.1211643290670956,-8.0567285,-34.8924903
apartment,34,1,1,1,Graças,1800,0,0,0,0,1,3.5553639315323986,-8.0450358,-34.8989156
apartment,106,3,3,2,Jaqueira,2750,0,0,0,0,0,3.859693925178171,-8.0362975,-34.9018638
apartment,35,1,1,0,Pina,2800,0,1,0,0,1,0.2064528708771425,-8.0953457,-34.8832226
apartment,200,4,4,2,Boa Viagem,6000,0,0,0,0,0,0.12562649266085263,-8.14357,-34.9049956
apartment,45,1,1,1,Boa Viagem,1600,0,1,0,0,1,0.48722229534018896,-8.1131607,-34.8953193
apartment,94,3,3,2,Boa Viagem,3685,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,40,1,1,1,Graças,2200,0,1,1,0,1,3.4668498273323216,-8.0444636,-34.898188
apartment,405,6,4,3,Boa Viagem,13142,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,70,2,3,0,Boa Viagem,1600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,67,1,2,1,Parnamirim,4400,0,0,0,0,0,4.620483066668919,-8.0344855,-34.908601
apartment,76,1,2,1,Boa Viagem,2400,0,0,0,0,1,0.9489089109100205,-8.1269288,-34.9068801
apartment,453,5,4,4,Boa Viagem,14700,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,69,1,2,1,Casa Forte,1291,0,0,0,1,0,5.647535973458775,-8.0320882,-34.9176703
apartment,55,1,2,1,Boa Viagem,3500,0,1,0,0,1,0.9048294413355403,-8.1261853,-34.9061275
apartment,75,1,3,1,Várzea,1040,0,0,0,1,0,9.602211808229828,-8.0377709,-34.9541201
