property_type,area,bathrooms,bedrooms,parking_spots,neighborhood,rent,more_than_1_floor,furnished,barbecue_grill,kitchen,pool,beach_distance,latitude,longitude
apartment,32,1,1,1,Paissandu,1800,0,0,0,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,100,3,3,1,Graças,2840,0,0,0,0,1,3.1055205193504416,-8.0446697,-34.894842090627
apartment,68,2,3,1,Boa Viagem,1400,0,0,0,1,0,1.1989094193417098,-8.1381098,-34.9134189
apartment,50,1,2,1,Campo Grande,1200,0,0,0,0,0,1.261449673305861,-8.0326136,-34.875897
apartment,177,4,4,3,Boa Viagem,7700,0,0,0,0,1,0.2522075520998451,-8.10204,-34.887888
apartment,100,3,3,2,Boa Viagem,3700,0,0,0,0,0,0.2783799917043775,-8.1438751,-34.9071533
apartment,40,1,1,1,Pina,3200,0,1,0,0,1,0.0329553595213586,-8.0973128,-34.8834512
apartment,63,2,3,1,Boa Viagem,2500,0,0,0,0,1,0.6901998000292302,-8.1299573,-34.9056488
apartment,82,3,2,2,Madalena,3249,0,0,0,1,0,4.55373927378815,-8.0480907,-34.9075722
apartment,58,2,2,1,Pina,2300,0,0,0,0,1,0.9871099227246227,-8.0868628,-34.8897746
apartment,65,2,2,1,Pina,2500,0,0,0,1,0,0.2932672077363137,-8.0939317,-34.8836477
apartment,146,2,3,1,Paissandu,3000,0,0,0,1,1,3.1605443453754547,-8.0622116,-34.8989472
apartment,35,1,1,1,Boa Viagem,2000,0,1,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,170,5,3,2,Imbiribeira,10000,0,1,0,0,1,1.4333488709126943,-8.1105241,-34.9043509
apartment,145,5,3,2,Rosarinho,4700,0,0,1,0,1,3.5385245594656807,-8.031538,-34.8980344
apartment,40,1,1,1,Boa Vista,1330,0,0,0,0,0,2.380402991196539,-8.062664250000001,-34.88927618801549
apartment,89,2,3,2,Boa Viagem,4600,0,1,1,0,1,1.0515493927636685,-8.1270868,-34.9079663
apartment,57,2,2,1,Santo Amaro,2100,0,0,1,0,1,1.5001106178085601,-8.0492141,-34.8781477
apartment,58,2,2,1,Torre,2500,0,0,0,0,0,4.252296047217581,-8.0456158,-34.9052209
apartment,57,1,2,1,Boa Viagem,2100,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,30,1,1,1,Boa Viagem,1800,0,1,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,58,2,2,1,Boa Viagem,2299,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,237,2,4,2,Boa Viagem,12000,0,1,0,0,0,0.16332855980306227,-8.1110951,-34.89006341008192
apartment,58,2,2,0,Parnamirim,2500,0,0,0,0,1,4.372769368821978,-8.0338407,-34.9062406
apartment,56,1,2,1,Graças,2600,0,0,1,0,1,3.7356042941082754,-8.0517464,-34.899125
apartment,40,1,1,1,Boa Viagem,2000,0,1,0,0,1,0.7515783819224551,-8.1139123,-34.8991564
apartment,100,2,3,1,Boa Viagem,1900,0,0,0,1,0,0.029094188609831085,-8.1272378,-34.8979441
apartment,110,1,3,1,Boa Viagem,2700,0,0,0,0,0,0.09474450618566754,-8.134318,-34.9014988
apartment,35,1,1,1,Graças,2200,0,0,0,0,0,3.711255443982079,-8.0497808,-34.8994382
apartment,44,2,2,1,Paissandu,2027,0,0,0,1,1,3.25811236839663,-8.0610083,-34.8990999
apartment,160,5,3,3,Casa Forte,4500,0,0,0,0,1,6.062412141810109,-8.031508,-34.9213886
apartment,32,1,1,1,Soledade,2150,0,0,0,0,0,2.944255121612553,-8.0556218,-34.8895781
apartment,43,1,1,1,Espinheiro,1900,0,0,1,0,1,3.129051487861917,-8.0436341,-34.8952066
apartment,143,5,4,2,Boa Viagem,5000,0,0,0,0,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,80,2,2,1,Boa Viagem,1600,0,0,0,0,0,1.0884510208006493,-8.1242291,-34.9071189
apartment,65,2,2,1,Boa Viagem,1740,0,0,0,0,0,0.3926605326741688,-8.1186853,-34.8981173
apartment,132,3,3,1,Boa Viagem,3144,0,0,0,0,0,0.17460694940766489,-8.1247935,-34.8985201
apartment,94,3,3,2,Graças,2500,0,0,0,0,1,3.9613565062874447,-8.049984,-34.9017221
apartment,205,5,4,3,Casa Forte,7950,0,0,0,0,1,5.3924340615602455,-8.0363168,-34.9158208
apartment,80,3,3,2,Monteiro,3200,0,0,1,0,1,6.952993455297337,-8.0286189,-34.9290941
apartment,28,1,1,1,Boa Viagem,2101,0,1,0,0,1,0.3099828355964977,-8.1174236,-34.896487
apartment,150,5,4,3,Boa Viagem,6000,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,90,3,2,0,Boa Viagem,2200,0,0,0,0,0,0.6616126473975461,-8.1301705,-34.9054586
apartment,245,1,4,3,Boa Viagem,12500,0,0,0,0,1,0.06119493761688757,-8.1224476,-34.8966593
apartment,201,4,4,3,Boa Viagem,9499,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,105,4,3,2,Ilha do Retiro,4500,0,0,0,0,0,3.6491370787021173,-8.0653755,-34.9062013
apartment,32,1,1,1,Boa Viagem,1700,0,0,1,0,1,0.276317647912934,-8.1145178,-34.8936552
apartment,94,3,3,2,Boa Viagem,3484,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,60,1,2,1,Boa Viagem,2900,0,1,1,0,1,0.5425408298715771,-8.1105394,-34.8946475
apartment,62,2,2,1,Encruzilhada,2300,0,1,1,0,1,2.212611637979159,-8.0367491,-34.8868628
apartment,33,1,1,1,Boa Viagem,1700,0,1,1,0,1,0.276317647912934,-8.1145178,-34.8936552
apartment,70,2,2,0,Boa Viagem,1600,0,0,0,0,0,0.08921044843472986,-8.1088517,-34.8893618
apartment,46,1,2,1,Boa Viagem,2300,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,103,4,3,2,Boa Viagem,6000,0,1,0,0,1,1.0939820328088528,-8.1165382,-34.9042079
apartment,59,2,2,1,Boa Viagem,2603,0,0,1,0,1,0.19621716521765944,-8.1161778,-34.894659
apartment,50,1,2,1,Boa Viagem,2800,0,1,1,0,1,0.3147281099487244,-8.1141184,-34.8933999
apartment,68,1,3,1,Boa Viagem,2225,0,0,1,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,150,4,4,2,Boa Viagem,7500,0,0,1,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,77,2,3,1,Iputinga,2100,0,0,0,1,0,8.186334480436233,-8.0438262,-34.9413132
apartment,108,3,3,2,Boa Viagem,3800,0,0,0,0,0,0.41343893435208423,-8.121546,-34.8997533
apartment,80,1,3,1,Boa Viagem,3000,0,1,1,0,1,0.43908170374521854,-8.1164327,-34.8972606
apartment,110,1,3,2,Boa Viagem,2500,0,0,0,0,0,0.6161741120375014,-8.1304155,-34.9051138
apartment,115,3,3,2,Jaqueira,3730,0,0,0,0,1,3.6391342241592137,-8.04053515,-34.90004864004237
apartment,30,0,1,0,Boa Viagem,2100,0,0,0,0,1,0.7515783819224551,-8.1139123,-34.8991564
apartment,99,2,3,1,Boa Viagem,2300,0,0,0,1,0,0.5237097176076099,-8.1301495,-34.9040831
apartment,140,3,3,2,Boa Viagem,5500,0,0,0,0,0,0.07836672795987173,-8.1041579,-34.8868898
apartment,47,1,1,1,Boa Viagem,2500,0,1,0,0,1,0.0847348774403711,-8.1179955,-34.8943442
apartment,35,1,1,2,Boa Vista,1600,0,1,0,0,1,3.3831999707755815,-8.0524856,-34.8954998
apartment,87,3,3,2,Boa Viagem,2800,0,0,1,0,1,1.0515493927636685,-8.1270868,-34.9079663
apartment,87,3,3,2,Poço da Panela,3400,0,0,1,0,1,6.154801755704531,-8.0371739,-34.9228032
apartment,230,3,4,2,Boa Viagem,4500,0,0,0,0,0,0.14666008129733257,-8.117529699999999,-34.894657522930295
apartment,108,3,3,2,Boa Viagem,2600,0,0,0,0,1,1.1373811466103676,-8.1234709,-34.9073448
apartment,50,2,2,1,Iputinga,950,0,0,0,0,0,8.235879146765727,-8.0415979,-34.9417363
apartment,30,1,1,1,Boa Viagem,1600,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,60,1,2,1,Imbiribeira,1600,0,0,0,0,0,1.254189023409443,-8.1116849,-34.9031353
apartment,111,2,3,1,Tamarineira,1700,0,0,0,1,0,3.692148704500834,-8.030137400000001,-34.89908225
apartment,80,3,3,1,Torre,2400,0,0,0,0,1,4.657063381203781,-8.0474188,-34.9086507
apartment,100,3,3,1,Jaqueira,2500,0,0,0,0,0,4.002871144557614,-8.0367434,-34.9032101
apartment,45,1,2,0,Afogados,630,0,0,0,1,0,4.022822546762559,-8.0842305,-34.9175615
apartment,40,1,1,1,Boa Viagem,2130,0,1,0,0,0,0.3497466791936852,-8.1228891,-34.899592
apartment,30,1,1,1,Casa Forte,1600,0,0,1,0,1,5.597965440904693,-8.0309812,-34.9170309
apartment,62,2,2,1,Imbiribeira,2300,0,1,1,0,1,3.0563326609674406,-8.0939198,-34.9120858
apartment,57,2,2,1,Pina,2600,0,0,1,0,1,0.6590920908940096,-8.0974476,-34.8898222
apartment,66,2,2,1,Boa Viagem,2400,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,55,2,2,1,Pina,3100,0,0,0,0,1,0.10856570572623832,-8.099475,-34.8852336
apartment,90,3,2,2,Boa Viagem,3000,0,0,0,0,1,0.9414459733753836,-8.1249038,-34.9059186
apartment,62,1,3,1,Cordeiro,2400,0,0,1,0,1,6.738414906002283,-8.048928,-34.9291018
apartment,95,3,3,2,Boa Viagem,3700,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,122,3,3,2,Aflitos,2915,0,0,0,0,0,3.5181863489611693,-8.0386188,-34.8989265
apartment,144,4,4,2,Espinheiro,4200,0,0,0,0,1,2.851794014755245,-8.0426365,-34.8927867
apartment,31,1,1,1,Soledade,1800,0,0,0,0,1,2.944255121612553,-8.0556218,-34.8895781
apartment,412,5,4,3,Boa Viagem,12000,0,0,1,1,0,0.22859235747996368,-8.1149691,-34.89222608030973
apartment,178,3,4,3,Boa Viagem,9615,0,0,0,0,1,0.20036389633915958,-8.10519865,-34.88752798943299
apartment,126,1,3,1,Boa Viagem,1393,0,0,0,1,0,1.066682680543358,-8.135673,-34.911399
apartment,128,3,3,1,Boa Vista,2500,0,0,0,0,0,3.3170435072389393,-8.05755755,-34.89645241246637
apartment,100,1,2,1,Graças,1550,0,0,0,1,0,3.3727420738118266,-8.0508304,-34.8959636
apartment,120,2,3,0,Boa Viagem,2699,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,104,3,3,1,Madalena,2500,0,0,0,0,0,5.083668372693433,-8.0487058,-34.9123492
apartment,63,2,3,1,Imbiribeira,2500,0,1,1,0,1,1.7652480185840782,-8.1101578,-34.9075502
apartment,98,1,3,1,Boa Viagem,1100,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,66,2,2,1,Boa Viagem,1412,0,1,0,0,0,0.9693349855649818,-8.1284991,-34.9077728
apartment,85,3,3,0,Boa Viagem,1700,0,0,0,0,0,0.44799476073468214,-8.1334048,-34.9047714
apartment,115,4,3,2,Boa Viagem,3400,0,0,1,0,1,0.565985637097278,-8.123483,-34.9018221
apartment,93,3,3,2,Boa Viagem,4500,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,35,1,1,1,Boa Viagem,2100,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,44,1,1,1,Encruzilhada,1500,0,1,1,0,1,2.6499982804408777,-8.0367282,-34.8908676
apartment,55,2,2,1,Rosarinho,2300,0,0,1,0,1,3.2563105227842204,-8.0320225,-34.8955136
apartment,60,2,2,1,Várzea,1000,0,0,0,0,0,8.900234749901278,-8.041299,-34.9477699
apartment,104,1,2,1,Boa Vista,2000,0,0,0,0,0,2.8053265115879973,-8.060124,-34.892294110409594
apartment,32,1,1,1,Paissandu,1800,0,0,0,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,91,1,2,1,Cordeiro,1554,0,0,0,0,1,6.5639411471233196,-8.0511193,-34.928542
apartment,130,3,3,1,Boa Viagem,3330,1,0,0,0,0,0.11944172317951068,-8.1402909,-34.9038613
apartment,54,2,2,1,Boa Viagem,3000,0,1,0,1,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,430,6,4,5,Parnamirim,15300,0,0,0,0,1,4.845063886409652,-8.033469,-34.910517
apartment,33,1,1,1,Boa Viagem,3000,0,1,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,115,3,3,2,Boa Viagem,3859,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,48,1,1,1,Boa Viagem,2050,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,80,2,3,1,Madalena,1800,0,0,0,0,0,4.780816443791512,-8.0497637,-34.9093626
apartment,50,2,2,1,Aflitos,2700,0,0,0,0,1,3.2018469727796406,-8.0394093,-34.8960805
apartment,60,2,3,1,Madalena,1345,0,0,0,0,0,3.6669999145548786,-8.059297,-34.9024917
apartment,145,5,3,2,Rosarinho,5500,0,0,1,0,1,3.5385245594656807,-8.031538,-34.8980344
apartment,112,2,3,1,Boa Viagem,3100,0,0,0,0,0,0.13025912016080923,-8.1314972,-34.9007452
apartment,68,2,3,1,Cordeiro,1550,0,0,1,0,1,6.6302377574864435,-8.0570477,-34.9321165
apartment,34,1,1,1,Pina,2400,0,1,0,0,1,1.1214343619273508,-8.0876561,-34.8913671
apartment,42,2,2,1,Paissandu,1877,0,0,1,0,1,3.25811236839663,-8.0610083,-34.8990999
apartment,140,2,3,1,Boa Viagem,2605,0,0,0,0,1,0.03216268984959145,-8.127558,-34.8980413
apartment,33,1,1,1,Boa Viagem,2000,0,0,0,0,1,0.630532220694912,-8.133342,-34.9065158
apartment,34,1,1,1,Boa Viagem,1650,0,1,1,0,1,0.7746381202694455,-8.1145119,-34.8996444
apartment,43,2,2,1,Torre,1800,0,0,0,0,0,4.46405658427687,-8.0425107,-34.9074638
apartment,55,1,2,1,Cajueiro,800,0,0,0,1,0,3.8865831297508326,-8.0111488,-34.8875047
apartment,70,1,2,1,Cordeiro,2080,0,0,0,0,0,6.892267914240124,-8.0448721,-34.9293818
apartment,51,1,2,1,Torre,1900,0,0,0,0,0,4.993222680037368,-8.0478098,-34.9116778
apartment,60,1,2,1,Pina,2600,0,0,0,0,1,0.12623970412447638,-8.0995197,-34.8854553
apartment,214,6,4,3,Boa Viagem,8300,0,0,0,0,1,0.0938971282652827,-8.1199395,-34.8957061
apartment,110,3,3,2,Boa Viagem,2600,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,65,1,2,0,Boa Viagem,1400,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,120,3,3,1,Ilha do Retiro,2300,0,0,0,0,0,3.790006991035953,-8.0634129,-34.9066065
apartment,40,1,1,1,Boa Viagem,3000,0,1,0,0,1,0.2042556170553124,-8.1178478,-34.8956273
apartment,55,1,2,1,Iputinga,710,0,0,0,1,0,8.240969059108272,-8.0427284,-34.9417515
apartment,207,5,4,3,Santo Amaro,5920,0,0,1,0,1,1.9089843126277464,-8.0509304,-34.8814476
apartment,103,3,4,1,Santo Amaro,2000,0,0,0,1,0,2.768736022398553,-8.050499649999999,-34.89029330413308
apartment,96,3,3,2,Boa Viagem,3000,0,0,0,0,1,0.9414459733753836,-8.1249038,-34.9059186
apartment,40,1,1,1,Boa Viagem,1800,0,1,0,0,1,0.5654357603295395,-8.1170518,-34.8988582
apartment,56,2,2,1,Boa Viagem,2900,0,0,0,0,1,0.6015507550005008,-8.1144867,-34.8979226
apartment,57,1,2,1,Pina,2600,0,1,1,0,1,1.1981077866653391,-8.0963033,-34.8946884
apartment,65,2,3,1,Madalena,2200,0,0,1,0,1,4.613068963323995,-8.05022295,-34.90772176001282
apartment,231,6,4,3,Pina,16000,0,0,0,0,1,0.0329553595213586,-8.0973128,-34.8834512
apartment,190,1,3,1,Boa Viagem,4200,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,180,4,4,3,Boa Viagem,10600,0,0,0,0,1,0.20036389633915958,-8.10519865,-34.88752798943299
apartment,98,2,3,0,Santo Amaro,1565,0,0,0,0,0,2.196206163922816,-8.0562763,-34.8804193
apartment,207,2,4,3,Pina,9500,0,0,1,0,1,0.29446552914341706,-8.092948,-34.8834319
apartment,170,4,4,2,Boa Viagem,5500,0,0,1,0,1,0.3028261791733712,-8.1439185,-34.9074365
apartment,54,2,2,1,Pina,2558,0,1,0,1,0,0.3015519650497975,-8.0926572,-34.8833845
apartment,31,1,1,1,Boa Viagem,1800,0,1,0,0,1,0.6947248371139253,-8.1095565,-34.8956542
apartment,35,1,1,0,Derby,1000,0,0,0,0,0,3.278266642096027,-8.057239,-34.8955376975465
apartment,205,5,4,3,Casa Forte,8900,0,0,0,0,1,5.852997867183819,-8.0364699,-34.9200193
apartment,70,2,2,1,Boa Viagem,5000,0,1,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,45,1,1,1,Boa Viagem,3500,0,1,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,50,1,1,1,Boa Vista,1150,0,0,0,1,0,2.3437239625230526,-8.0617501,-34.8872674
apartment,231,5,4,4,Boa Viagem,15950,0,0,0,0,1,0.18139385663278404,-8.1107418,-34.8899321
apartment,53,2,2,1,Boa Viagem,1955,0,0,1,0,1,0.4768367596161392,-8.110427,-34.8938452
apartment,77,2,3,2,Boa Viagem,3190,0,0,1,0,1,0.9337367710555117,-8.1091823,-34.8979525
apartment,93,3,3,2,Boa Viagem,3500,0,0,1,0,1,0.7210603938325659,-8.140457600000001,-34.909633842056124
apartment,355,4,4,3,Boa Viagem,12079,0,0,0,0,1,0.08942597799132482,-8.1173024,-34.89377961229388
apartment,120,2,3,2,Boa Viagem,3050,0,0,0,0,0,0.15767397283147505,-8.1301011,-34.9001821
apartment,154,3,4,2,Boa Viagem,4501,0,0,1,0,1,0.2767871614217325,-8.134228,-34.9034293
apartment,86,1,3,1,Graças,2600,0,0,0,0,1,4.140813992548157,-8.0506476,-34.9032372
apartment,80,2,2,1,Boa Viagem,2200,0,0,1,0,1,1.0515493927636685,-8.1270868,-34.9079663
apartment,110,2,3,1,Madalena,1400,0,0,0,0,0,4.153175704244611,-8.0581295,-34.9071394
apartment,200,4,4,3,Casa Forte,7950,0,0,1,0,1,5.3924340615602455,-8.0363168,-34.9158208
apartment,65,1,2,1,Madalena,2300,0,0,0,0,0,4.4283008738016285,-8.0481578,-34.9063982
apartment,100,3,4,2,Boa Viagem,4000,0,0,1,0,1,0.6834997192281719,-8.1264463,-34.9040038
apartment,10,1,1,0,Soledade,1414,0,0,0,1,0,2.875786349980784,-8.0585559,-34.8912278
apartment,10,1,4,3,Boa Viagem,6190,0,0,1,0,0,0.16639919534284947,-8.1335303,-34.9020993
apartment,93,3,3,2,Boa Viagem,2673,0,0,0,0,0,0.44484159537683304,-8.1391439,-34.9065808
apartment,170,1,4,3,Boa Viagem,6000,0,0,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,136,4,4,2,Boa Viagem,4900,0,0,0,0,1,0.4768367596161392,-8.110427,-34.8938452
apartment,401,4,4,5,Pina,28500,0,0,0,0,1,0.0329553595213586,-8.0973128,-34.8834512
apartment,142,4,3,2,Boa Viagem,4400,0,0,0,0,1,0.11944172317951068,-8.1402909,-34.9038613
apartment,55,2,2,1,Boa Viagem,2800,0,0,0,0,1,0.12767843507921722,-8.1158134,-34.8932917
apartment,184,2,3,1,Boa Viagem,2746,0,0,0,0,0,0.20139695482472295,-8.11868875,-34.89579293693887
apartment,65,2,2,1,Boa Viagem,1200,0,0,0,0,0,0.987206546036081,-8.1324334,-34.9096215
apartment,30,1,1,1,Boa Viagem,1600,0,1,1,0,1,0.630532220694912,-8.133342,-34.9065158
apartment,52,2,2,1,Boa Viagem,3050,0,0,1,0,1,0.11861228383147837,-8.1235258,-34.8975579
apartment,59,2,2,1,Boa Viagem,2800,0,0,0,0,1,0.9337367710555117,-8.1091823,-34.8979525
apartment,55,2,2,1,Imbiribeira,1700,0,0,0,0,1,2.805473754936084,-8.098177,-34.9115983
apartment,82,1,3,2,Boa Viagem,3663,0,0,1,0,1,1.011422761305214,-8.1127905,-34.9012292
apartment,41,1,1,1,Santana,2000,0,0,0,0,0,5.1472288685105125,-8.0384454,-34.9137086
apartment,45,1,2,0,Jiquiá,600,0,0,0,0,0,4.416720847690256,-8.0888969,-34.9233645
apartment,124,3,3,1,Boa Viagem,2800,0,0,0,1,0,0.2517635710780575,-8.1108583,-34.8908947
apartment,63,1,2,1,Torre,3100,0,0,0,0,1,4.46405658427687,-8.0425107,-34.9074638
apartment,85,1,3,1,Boa Viagem,1500,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,215,2,4,0,Boa Viagem,4500,0,0,0,1,0,0.14666008129733257,-8.117529699999999,-34.894657522930295
apartment,170,1,4,1,Boa Viagem,4639,0,0,0,1,0,0.07384759098571864,-8.1302727,-34.8992796
apartment,116,1,3,0,Boa Vista,1870,0,0,0,1,0,2.3437239625230526,-8.0617501,-34.8872674
apartment,53,2,2,1,Pina,2700,0,0,0,0,1,0.2932672077363137,-8.0939317,-34.8836477
apartment,70,1,2,1,Tamarineira,900,0,0,0,0,0,3.5333955194356865,-8.027557,-34.8966262
apartment,40,1,1,1,Boa Viagem,2500,0,1,0,0,1,0.3245298643694608,-8.1182483,-34.8969711
apartment,65,2,3,1,Boa Vista,2400,0,0,0,0,1,2.661010108885919,-8.0615336,-34.89196122829392
apartment,75,2,3,1,Torre,1600,0,0,0,0,0,5.119753939999588,-8.0460146,-34.9131078
apartment,56,2,2,1,Boa Viagem,2700,0,0,0,0,1,0.19621716521765944,-8.1161778,-34.894659
apartment,94,2,3,1,Espinheiro,1380,0,0,0,0,0,2.5639323658713575,-8.0438904,-34.8899915
apartment,171,4,4,1,Graças,4000,0,0,0,1,0,3.4703035824865633,-8.0504888,-34.896989
apartment,45,1,1,0,Casa Amarela,1300,0,0,0,0,0,4.814265125012967,-8.0261261,-34.9084838
apartment,80,1,3,2,Ipsep,1500,0,1,0,0,0,2.730953147575905,-8.1171437,-34.9204383
apartment,164,5,4,2,Boa Viagem,5500,0,0,1,0,1,0.3028261791733712,-8.1439185,-34.9074365
apartment,450,5,4,5,Boa Viagem,49400,0,1,0,0,0,0.07052076706939424,-8.1126666,-34.890921086630705
apartment,73,2,3,1,Boa Viagem,2500,0,0,0,0,0,0.5481543258832214,-8.1093909,-34.893753
apartment,220,4,4,2,Boa Viagem,5200,0,0,0,0,0,0.14188605881771835,-8.11935455,-34.8957389390247
apartment,103,1,3,2,Boa Viagem,5500,0,0,0,0,1,1.0939820328088528,-8.1165382,-34.9042079
apartment,128,4,3,2,Parnamirim,4000,0,0,0,0,1,5.099939298155164,-8.033072,-34.9127954
apartment,82,2,3,0,Areias,1000,0,0,0,1,0,4.240819172205741,-8.0958185,-34.9251651
apartment,130,2,3,1,Boa Viagem,4799,0,1,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,94,2,3,0,Boa Viagem,3561,0,0,1,1,1,0.5666294950631254,-8.1223405,-34.9014857
apartment,65,2,2,1,Ponto de Parada,2000,0,0,0,0,0,3.2858029703025737,-8.0296628,-34.8950395
apartment,71,2,2,1,Boa Viagem,3200,0,1,0,0,1,1.0515493927636685,-8.1270868,-34.9079663
apartment,75,2,3,1,Boa Viagem,2900,0,0,1,0,1,0.5218755620949955,-8.1141376,-34.8968602
apartment,58,2,2,1,Encruzilhada,2200,0,0,0,0,1,3.2618156469536244,-8.0363183,-34.8964095
apartment,52,1,2,1,Boa Viagem,3500,0,0,0,0,1,0.9048294413355403,-8.1261853,-34.9061275
apartment,80,2,3,1,Torre,2200,0,0,1,0,1,4.702908632448736,-8.0448413,-34.9094399
apartment,98,2,3,2,Graças,1600,0,0,0,1,0,3.7276727729402497,-8.04355785,-34.9006798
apartment,27,1,1,1,Boa Viagem,2995,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,126,3,3,2,Boa Viagem,3900,0,0,0,0,0,0.8486721151636614,-8.1248634,-34.9050379
apartment,34,1,1,1,Boa Viagem,1322,0,1,0,0,0,0.19621716521765944,-8.1161778,-34.894659
apartment,225,6,4,3,Boa Viagem,6840,0,0,0,0,1,0.11944172317951068,-8.1402909,-34.9038613
apartment,30,1,1,1,Boa Viagem,1600,0,1,1,0,1,1.1217280927123814,-8.1227092,-34.9069438
apartment,55,2,2,1,Boa Viagem,4000,0,1,0,0,1,0.9048294413355403,-8.1261853,-34.9061275
apartment,70,2,3,2,Boa Viagem,2117,0,0,1,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,138,3,3,1,Graças,2900,0,0,0,0,0,3.9893918757159406,-8.0507942,-34.9017849
apartment,70,2,2,1,Boa Vista,1900,0,0,0,0,0,2.8053265115879973,-8.060124,-34.892294110409594
apartment,58,2,2,1,Boa Viagem,2100,0,0,0,0,1,0.3009391716145918,-8.1317178,-34.9025427
apartment,63,2,3,1,Madalena,2100,0,1,0,0,1,4.613068963323995,-8.05022295,-34.90772176001282
apartment,74,1,3,1,Graças,2550,0,0,0,0,0,3.828859992210514,-8.03985335,-34.90177410878461
apartment,96,3,3,2,Cordeiro,1300,0,0,0,0,0,6.793712640457637,-8.0449213,-34.9284813
apartment,35,1,1,1,Boa Viagem,3200,0,1,0,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,150,2,4,3,Boa Viagem,6000,0,0,0,0,1,0.030947768686880064,-8.1364165,-34.9016825
apartment,80,2,3,1,Espinheiro,1800,0,0,0,1,0,2.35832691182983,-8.0426391,-34.8882845
apartment,107,1,3,1,Boa Viagem,2500,0,0,0,1,0,0.31412662442424294,-8.1243561,-34.8997113
apartment,128,3,3,1,Boa Viagem,4250,0,1,0,1,0,0.030947768686880064,-8.1364165,-34.9016825
apartment,73,2,2,1,Boa Viagem,1800,0,0,0,0,0,0.7269148980153953,-8.1235027,-34.9033955
apartment,102,3,3,2,Casa Forte,3700,0,0,0,0,1,5.9246925823049095,-8.0329634,-34.9203333
apartment,96,3,3,2,Boa Viagem,3800,0,0,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,54,1,2,1,Madalena,1750,0,0,1,1,1,4.3128701473446105,-8.0539208,-34.9055912
apartment,65,2,2,1,Boa Viagem,2300,0,0,0,0,1,0.5556533575142296,-8.117602999999999,-34.89917962157661
apartment,73,1,3,1,Aflitos,2300,0,0,0,0,0,3.2617263866669344,-8.0416656,-34.8965867
apartment,88,2,3,1,Várzea,1700,0,0,0,0,0,10.883622126513881,-8.0450381,-34.9691733
apartment,28,1,1,1,Boa Viagem,1550,0,1,1,0,1,0.7269148980153953,-8.1235027,-34.9033955
apartment,57,2,2,1,Santo Amaro,2205,0,0,1,0,1,1.5001106178085601,-8.0492141,-34.8781477
apartment,90,2,3,1,Aflitos,1500,0,0,0,0,0,3.3850900681728255,-8.0421906,-34.8976767
apartment,85,2,2,1,Ipsep,1010,0,0,0,1,0,2.9590564870471736,-8.1161034,-34.9222795
apartment,34,1,1,1,Tamarineira,2000,0,1,0,0,1,4.153216343804728,-8.0295374,-34.9032647
apartment,108,3,3,2,Pina,5007,0,0,0,0,0,0.27660766453208646,-8.1019401,-34.8880855
apartment,110,3,3,1,Boa Viagem,2600,0,1,0,0,0,0.0938971282652827,-8.1199395,-34.8957061
